title,title_furigana,title_en
I''s(アイズ),あいず,I''s
アイスランド,Iceland,
アイゼンフリューゲル -弾丸の歌よ龍に届いているか-,あいぜんふりゅーげる だんがんのうたよりゅうにとどいているか,Eisen Flugel
愛だけ探していられない,あいだけさがしていられない,Ai dake sagashite irarenai
あいたま,Aitama,
あいつ,Aitu,
あいつがゴッチ,THEARETHEGOTTI,
あいつとララバイ,Aitsu to Lullaby,
あいつはアインシュタイン,That fellow is Einstein,
愛天使伝説ウェディングピーチ 愛天使誕生編,あいてんしでんせつうぇでぃんぐぴーち あいてんしたんじょうへん,Ai Tenshi Densetsu Wedding Peach Ai tTenshi Tanzyou Hen
愛とグルメの栄養戦士 LaLaLaクッキンガー,あいとぐるめのえいようせんし らららくっきんがー,Nourishment soldier of the love and gourmet LaLaLa cookinger
愛と誠,あいとまこと,Ai and Makoto
アイドルA,あいどるえーす,Idol A
アイドル学園よいこ組,あいどるがくえんよいこぐみ,Idol gakuen yoiko gumi
アイドル地獄変,あいどるじごくへん,Idol Jigokuhen
アイドル声優☆上村とまり17歳,あいどるせいゆうかみむらとまりじゅうななさい,Idol seiyuu Kamimura Tomari 17-sai
あいどるDays,あいどるでいず,Idol Days
アイドル伝説えり子(河原歩版),あいどるでんせつえりこ かわはらあゆむばん,Idol densetsu Eriko
アイドルのあかほん,Idol no Akahon,
アイドルは××××なんてしませんッ!,あいどるはばつばつばつばつなんてしませんっ,Idol wa xxxx Nante Shimasen!
アイドルマスター2 Colorful Days,あいどるますたー2 からふるでいず,THE IDOLM@STER2 Colorful Days
アイドルマスター2 The world is all one !!,あいどるますたー2 ざわーるどいずおーるわん,THE IDOLM@STER2 The world is all one !!
アイドルマスター2 眠り姫,あいどるますたー2 ねむりひめ,THE IDOLM@STER2 Nemurihime
アイドルマスター,THE IDOLM@STAR,
THE IDOLM@STER(アニメ版コミカライズ),あいどるますたー あにめばんこみからいず,THE IDOLM@STER
アイドルマスター Innocent Blue for ディアリースターズ,あいどるますたー いのせんとぶるーふぉーでぃありーすたーず,THE IDOLM@STER Innocent Blue for Dearly Stars
THE IDOLM@STER CINDERELLA GIRLS(アイドルマスター シンデレラガールズ),あいどるますたーしんでれらがーるず,THE IDOLM@STER CINDERELLA GIRLS
アイドルマスター シンデレラガールズ あんさんぶる!,THE IDOLM@STER CINDERELLA GIRLS Ensemble,
アイドルマスター シンデレラガールズ ニュージェネレーションズ,THE IDOLMASTER CINDERELLA GIRLS NEW GENERATIONS,
アイドルマスター シンデレラガールズ 本日のアイドルさん,あいどるますたーしんでれらがーるず ほんじつのあいどるさん,THE IDOLM@STER CINDERELLA GIRLS : IDOL OF THE DAY
アイドルマスター シンデレラガールズ ロッキングガール,THE IDOLM@STER CINDERELLA GIRLS ROCKING GIRL,
アイドルマスター シンデレラガールズ WILD WIND GIRL,あいどるますたーしんでれらがーるず わいるどういんどがーる,THE IDOLMASTER CINDERELLA GIRLS : WILD WIND GIRL
アイドルマスター Splash Red for ディアリースターズ,あいどるますたー すぷらっしゅれっどふぉーでぃありーすたーず,THE IDOLM@STER Splash Red for Dearly Stars
アイドルマスター XENOGLOSSIA,あいどるますたーぜのぐらしあ,THE IDOLM@STER XENOGLOSSIA
アイドルマスター Neue Green for ディアリースターズ,あいどるますたー のいえぐりーんふぉーでぃありーすたーず,THE IDOLM@STER Neue Green for Dearly Stars
アイドルマスターブレイク!,THE IDOL M@STER BREAK!,
アイドルマスター ミリオンライブ!,THE IDOLMASTER MILLION LIVE!,
アイドルマスター ミリオンライブ! バックステージ,THE IDOLM@STER MILLION LIVE! BACK STAGE,
アイドルマスター ミリオンライブ! Blooming Clover,あいどるますたーみりおんらいぶ ぶろーみんぬくろーばー,THE IDOLMASTER MILLION LIVE! Blooming Clover
アイドルマスター ミリオンライブ! Road to stage,あいどるますたー みりおんらいぶろーどとぅーすてーじ,THE IDOLMASTER MILLION LIVE! Road to stage
アイドルマスター relations,あいどるますたー りれいしょんず,THE IDOLM@STER relations
アイドルを探せ,あいどるをさがせ,Idol wo Sagase
会いにいくよ,あいにいくよ,Ai ni ikuyo
愛ぬすびと,あいぬすびと,Ai Nusubito
愛のアランフェス,あいのあらんふぇす,Ai no Aranjuez
AIの遺電子,あいのいでんし,AI no Idenshi
レインボーマン(小島利明版),Rainbow Man (Kojima Toshiaki),
inote!-アイノテ!-,あいのて,Inote! (Ainote!)
愛のひと ド・ロ神父の生涯,あいのひと どろしんぷのしょうがい,Person of the love father De Rotz's life
愛の風景,あいのふうけい,Ai no Fuukei
愛のまちー夢旅日記ー,あいのまち ゆめたびにっき,Ai no Machi - a dream journal -
アイのリラ 一分間だけ,あいのりら いっぷんかんだけ,Ai no Rira ippunkandake
アイはカゲロウ,Ai Ha Kagerou,
愛はどうだ!,あいはどうだ,Ai ha douda
あいは呪いの日本人形,あいはのろいのにほんにんぎょう,Ai wa noroi no nihon ningyou
IPポリス つづきちゃん,あいぴーぽりすつづきちゃん,IP Police Tsuduki-chan
相棒-たった二人の特命係-,あいぼうたったふたりのとくめいがかり,Aibo - Tatta Futari no Tokumei gakari -
アイホシモドキ,AIHOSHIMODOKI,
あいまいみー,I My Me,
I'm A Faker,あいむあふぇいかー,I'm A Faker
アイムアライブ,IAMALIVE,
I'm ナム,あいむ なむ,I'm NAM
アイ'ム ホーム,あいむほーむ,"I,m home"
藍より青し,あいよりあおし,Bluer Than Indigo (Ai yori Ao shi)
I LOVE YOU(アイ ラブ ユー),あいらぶゆー,I LOVE YOU
アイランド,Island,
アイリス・ゼロ,Iris Zero,
愛人〜AI-REN〜,あいりん,AI REN
I'll - アイル -,あいる,I'll
アイレボ-Ice Revolution-,あいれぼ,Ice Revolution
愛を歌うより俺に溺れろ,あいをうたうよりおれにおぼれろ,Ai wo utauyori orenni oborero
Aventura〜アヴェンテューラ〜,あうぇんてゅーら,Aventura
アウターガンダム,Outer Gundam,
アウターゾーン,Outer Zone,
アウターゾーン リ:ビジテッド,あうたーぞーん りびじてっど,Outer Zone Re:visited
アウトコード 超常犯罪特務捜査官,あうとこーど ちょうじょうはんざいとくむそうさかん,Out code
アウトサイダー,Outsider,
アウトドアー,Out door,
OUT PITCH,あうとぴっち,OUT PITCH
アウトブレイク・カンパニー 萌える侵略者,あうとぶれいくかんぱにーもえるしんりゃくしゃ,Outbreak Company Moelushinnryakusha
アウトランダーズ,Outlanders,
アウト・ロー,Auto rou,
あえじゅま様の学校,あえじゅまさまのがっこう,Aejuma Sama No Gakkou
青い海のサシミ,あおいうみのさしみ,Aoi umi no sashimi
青い車,あおいくるま,A blue autombile
青い空を、白い雲がかけてった,あおいそらをしろいくもがかけていった,Aoi sora wo shiroi kumo ga kaketeitta
あおいちゃんとヤマトくん,Aoi-chan to Yamato-kun,
あおいちゃんパニック!,Aoi chan panic,
青い鳥の神話,あおいとりのしんわ,The Myth of the Blue Bird
青い花,あおいはな,Blue flowers (Aoi Hana)
青い花びら,あおいはなびら,Aoi hanabira
青い春 松本大洋短編集,あおいはるまつもとたいようたんぺんしゅう,Blue spring -Taiyo Matsumoto sketchbook-
"""葵"" ヒカルが地球にいたころ……",あおい ひかるがちきゅうにいたころ,Aoi Hikaru ga chikyuu ni ita koro
アオイホノオ,AOI HONOO,
碧いホルスの瞳 -男装の女王の物語-,あおいほるすのひとみ だんそうのじょおうのものがたり,Aoi Horus no Hitomi Dansou no Joou no Monogatari
あおい万太郎氏当確です,あおいまんたろうしとうかくです,Aoi Mantarou Shi Toukaku Desu
蒼い妖魔たち,あおいようまたち,Aoi youma tati
あおいろ家族,あおいろかぞく,Aoiro Kazoku
青鬼 元始編,あおおに げんしへん,Aooni Genshihen
青騎士,あおきし,Blue Knight
蒼き神話マルス,あおきしんわまるす,Aoki Shinwa Mars
蒼き鋼のアルペジオ,あおきはがねのあるぺじお,Arpeggio of blue steel
青木雄二漫画短編集完全版2 ゼニと欲望の掟,あおきゆうじまんがたんぺんしゅうかんぜんばん2ぜにとよくぼうのおきて,Aoki Yuji Manga Tanpenshu Kanzenban 2 Zeni To Yokubo No Okite
青木雄二漫画短編集完全版 ゼニの掟編,あおきゆうじまんがたんぺんしゅうかんぜんばんぜにのおきてへん,Aoki Yuji Manga Tanpenshu Kanzenban Zeni No Okite Hen
あおくび大根,あおくびだいこん,A blue neck Japanese radish
仰げば尊し!,あおげばとうとし,Aogeba totoshi!
あおざくら 防衛大学校物語,あおざくら ぼうえいだいがっこうものがたり,AOZAKURA THE STORY OF NATIONAL DEFFENCE ACADEMY
蒼ざめた馬 名探偵・英玖保嘉門の推理手帖,あおざめたうま めいたんてい えいくぼかもんのすいりてちょう,The Pale Horse Inference pocket notebook of excellent detective Kamon Eikubo
青空,あおぞら,Blue sky
青空エール,あおぞらえーる,YELL FOR THE BLUE SKY
青空少女隊,あおぞらしょうじょたい,Aozora Shoujotai (801 TTS Airbats)
青空しょって,あおぞらしょって,Aozora Shotte
青空ナイン,あおぞらないん,Aozora Nine
青空にとおく酒浸り,あおぞらにとおくさけびたり,Aozora ni toku sakebitari
青空フィッシング,あおぞらふぃっしんぐ,AOZORA FISSHING
青空ふろっぴぃ,あおぞらふろっぴぃ,Aozorafuropii
青空ラバー,あおぞららばー,Aozora Lover
青とグランドワーカー,あおとぐらんどわーかー,Ao To Ground Worker
青猫について,あおねこについて,Aoneko ni Tsuite
青の6号,あおの6ごう,Ao no Rokugou
青の祓魔師(エクソシスト),あおのえくそしすと,Ao no Exorcist
青のオーケストラ,あおのおーけすとら,Blue Orchestra
青の橘花,あおのきっか,Ao no kikka
青野くんに触りたいから死にたい,あおのくんにさわりたいからしにたい,Aono Kun Ni Sawaritai Kara Shinitai
蒼のサンクトゥス,あおのさんくとぅす,Ao No Sanctus
青の時代,あおのじだい,Ao no jidai
蒼の封印,あおのふういん,Ao no huuin
青のフラッグ,あおのふらっぐ,Ao no flag
蒼の六郷,あおのろくごう,Ao no Rokugo
アオハライド,AO HARU RIDE,
青みゆく雪,あおみゆくゆき,Aomiyuku yuki
青山剛昌短編集,あおやまごうしょうたんぺんしゅう,Aoyama Gosho Tanpenshu
オンナミチ,Onna Michi,
赤い糸 (柏屋コッコ),あかいいと,Red yarn Kashiwaya Kokko ver
あかいいと(宮坂香帆),The red yarn Miyasaka Kaho ver,
赤い稲妻,あかいいなずま,Akai Inazuma
赤い妹,あかいいもうと,Akai Imouto
紅い牙Ⅶ ブルー・ソネット,あかいきば せぶん ぶるーそねっと,Blue sonnet
赤い雲,あかいくも,RED CLOUD (AKAI KUMO)
紅い芝生,あかいぐりーん,Akai Green
あかい他人,あかいたにん,Akai Tanin
アカイチゴシロイチゴ,Red strawberry white strawberry,
赤い爪あと,あかいつめあと,Akai Tsumeato
紅い花,あかいはな,Akai Hana
赤いペガサス,あかいぺがさす,Red Pegasus
赤い蛇,あかいへび,The Red Snake
赤い雪,あかいゆき,Red snow
アカギ,Akagi,
赤きエンザ,あかきえんざ,Akaki Enza
赤き血のイレブン,あかきちのいれぶん,Akaki chi no Eleven
あかく咲く声,あかくさくこえ,Akaku saku koe
赤×黒,あかくろ,Red Black(Aka Kuro)
赤ずきんチャチャ,あかずきんちゃちゃ,Akazukin Chacha/ Red Riding Hood Cha-cha
赤ずきんの狼弟子,あかずきんのおおかみでし,Wolf Disciple Of Little Red Riding Food
赤ちゃんと僕,あかちゃんとぼく,Akatyan to boku
あかちゃんのドレイ。,Akachan no dorei.,
暁!!男塾 青年よ、大死を抱け,あかつきおとこじゅくせいねんよたいしをいだけ,Akatsuki!! Otokojuku Seinenyotaishiwoidake
朱月のアゲハ,あかつきのあげは,Shugetsu no ageha
暁のイージス,あかつきのいーじす,Akatsuki no Aegis(AEGIS IN THE DAWN)
あかつきの教室,あかつきのきょうしつ,Akatsuki's Class room
暁の暴君,あかつきのたいらんと,Akatsuki no tyrant
暁のヴァンピレス 前奏曲 -side Adelaide×Malheureux-,あかつきのばんぴれす ぜんそうきょく さいど あでれーど もーりしゃす,Akatsuki No Vannpiresu Side Adelaide Malheureux
暁の息子,あかつきのむすこ,Akatsuki No Musuko
暁のヨナ,あかつきのよな,Akatsuki no Yona
アカテン教師 梨本小鉄,あかてんきょうし なしもとこてつ,Akaten kyoushi Nashimoto Kotetsu
赤胴鈴之助,あかどうすずのすけ,Akadou SUZUNOSUKE
あかね色に染まる坂,あかねいろにそまるさか,Akaneironi somarusaka
あかね色の風,あかねいろのかぜ,Akane Iro no kaze
あかねちゃん OVER DRIVE,あかねちゃんおーばーどらいぶ,Akane-chan OVER DRIVE
アカネんちは結婚相談道場!,あかねんちはけっこんそうだんどうじょう,Akane n chi wa kekkon soudan doujou
赤の他人,あかのたにん,Aka no tanin
あか☆ぷろ!!!,あかぷろ,Aka Puro!!
アガペイズ,Agabeizu(AGAPES),
赤兵衛,あかべえ,Akabe
アガペ -犯罪交渉人 一乗はるか-,あがぺ はんざいこうしょうにんいちじょうはるか,Agape
AKABOSHI - 異聞水滸伝 -,あかぼし いぶんすいこでん,Akaboshi - Ibun Suikoden -
あかまつ,Akamatsu,
赤目,あかめ,Akame
アカメが斬る!,あかめがきる,Akame ga kiru!
アカメが斬る!零,あかめがきる ぜろ,Akame ga kiru! Zero
赤目姫の潮解,あかめひめのちょうかい,Kagage Hime No Choukai
明るい記憶喪失,あかるいきおくそうしつ,Akarui kioku soushitsu
明るいセカイ計画,あかるいせかいけいかく,Akarui sekai keikaku
あかるい夫婦計画,あかるいふうふけいかく,Akarui Fufu Keikaku
A GIRLS,あ がーるず,A GIRLS
アガルタ,Agharta,
アカンベー,AKANBEH,
アキカン!,AKIKAN!,
あきそら,Akisora,
秋田妹!えびなちゃん,あきたいもっこ えびなちゃん,Akita imokko! Ebina-chan
あきたこまち に ひとめぼれ,Akitakomachi Ni Hitomebore,
アキタランド・ゴシック,Akita Land Gothic,
秋月あきひろのポジション,あきつきあきひとのぽじしょん,Akitsuki Akihiro No Position
秋月さんは大人になれない,あきつきさんはおとなになれない,Akitsuki san ha Otona ni narenai
アキナイ☆ダマシイ,あきないだましい,Akinai damashii
アキバザイジュウ,AKIBA ZAIJUH,
アキバ署!,あきばしょ,Akibasho!(Akihabara Police Station!)
AKIBA'S TRIP(アキバズトリップ),あきばずとりっぷ,AKIBA'S TRIP
秋葉原いちまんちゃんねる,あきはばらいちまんちゃんねる,Akihabara Ichiman Channel
アキハバラ@DEEP,あきはばらでぃーぷ,Akihabara@DEEP
アキハバラ電脳組 パタPi!,あきはばらでんのうくみ,Cyber Team in Akihabara Pata Pi !
アキハバラ無法街,あきはばらむほうがい,Akihabaramuhogai
秋本治SF短編集,あきもとおさむ えすえふたんぺんしゅう,Akimoto Osamu SF Tanpenshuu
AKIRA(アキラ),あきら,AKIRA
アキラとひより,Akira and Hiyori,
あきら翔ぶ!!,あきらとぶ,Akira Tobu!!
商人道(あきんロード),あきんろーど,Akinroad
Ark,あーく,Ark
AQUA(アクア),あくあ,AQUA
水中騎士,あくあないと,AQUA KNIGHT
アクアリウム,Aquarium,
あくあわーく,Aqua work,
アクエリオンEVOL,あくえりおんえぼる,Aquarion EVOL
悪性-アクサガ-,あくさが,Akusaga
アークザラッドII,あーくざらっど2,Arc the Lad 2 - Fujinagi Kaoru
アークザラッドII 炎のエルク,あーくざらっど2 ほのおのえるく,Arc the Lad 2
アクジキ,Akujiki,
アクシズのハマーンさん,Haman in Axis,
アクシデンツ〜事故調クジラの事件簿〜,あくしでんつ じこちょうくじらのじけんぼ,Accidents
アクション仮面,あくしょんかめん,Action Kamen
アクションロッキー,ACTION ROCKEY,
アクセル・ワールド,Accel World,
アクタージュ,Act-age,
悪たれ巨人,あくたれじゃいあんつ,Akutare Giants
アクティヴレイド -機動強襲室第八係-,あくてぃぶれいど きどうきょうしゅうしつだいはちがかり,ACTIVE RAID Special Public Security Fifth Division Third Mobile Assault Eighth Unit
悪徒〜ACT〜,あくと,ACT
アクト・オン!,ACT ON!,
アクトレイザー,ActRaiser,
アクトレス,Actress,
悪忍〜加藤段蔵無頼伝〜,あくにん かとうだんぞうぶらいでん,Aku-Nin
アグネス仮面,あぐねすかめん,Agunesu Kamen
悪の教典,あくのきょうてん,Lesson of evil (Aku no Kyouten)
惡の華,あくのはな,Aku no Hana
悪魔が町にやってくる 恐怖!!ブタの町,あくまがまちにやってくる きょうふ ぶたのまち,Akumagamachi ni yattekuru kyouhu buta no machi
悪魔狩り(シリーズ),あくまがりしりーず,Darmon Hunters
悪魔くん,あくまくん,Akuma kun
悪魔くん 世紀末大戦,あくまくん せいきまつたいせん,Akumakun seikimatsu-taisen
悪魔くん復活 千年王国,あくまくんふっかつ せんねんおうこく,Akumakun Fukkatsu Sennen oukoku
ACMA:GAME(アクマ ゲーム),あくまげーむ,Acma Game
悪魔様へるぷ☆,あくまさまへるぷ,Akuma-sama help
悪魔事典,あくまじてん,Akuma jitenn
あくまでじょし,Akumade joshi,
悪魔とラブソング,あくまとらぶそんぐ,Devil and Love song
悪魔のくちづけ,あくまのくちづけ,Devil's kiss
悪魔のメムメムちゃん,あくまのめむめむちゃん,Akuma no Memumemu-chan
悪魔のリドル,あくまのりどる,Riddle story of devil (Akuma no Riddle)
アクメツ - 悪滅 -,あくめつ,Akumetu
アグリッパ -AGRIPPA-,あぐりっぱ,AGRIPPA
アグリなう!,Agri now,
アクレキ,AKUREKI,
アゲイン,AGAIN,
アゲイン!!(久保ミツロウ版),Again!! (Mitsurou Kubo),
あけおめっ!,AKEOME,
あげくの果てのカノン,あげくのはてのかのん,Ageku no hate no Kanon
明智警部の事件簿,あけちけいぶのじけんぼ,Akechi keibu no jikenbo
明智将之介探偵社,あけちしょうのすけたんていしゃ,Shounosuke Akechi Detective Company
明智光秀,あけちみつひで,AKECHIMITSUHIDE
アーケードゲーマーふぶき,Arcade Gamer Fubuki,
AGEHA,あげは,AGEHA
アゲハを追うモノたち,あげはをおうものたち,Ageha o ou mono tachi
暁美ほむらは明日から頑張る!,あけみほむらはあしたからがんばる,Akemi Homura wa ashita kara ganbaru!
あ・こ・が・れ,AKOGARE,
あこがれてエンジェル!,Akogarete Angel,
アゴなしゲンとオレ物語,あごなしげんとおれものがたり,THE STORY OF AGONASHI-GEN AND ORE
ACONY (アコニー),あこにー,ACONY
アコロコタン,Akorokotan,
浅丘高校野球部日誌 -オーバーフェンス-,あさおかこうこうやきゅうぶにっし おーばーふぇんす,Asaoka koukou yakyuubu nisshi Over Fence
浅尾さんと倉田くん,あさおさんとくらたくん,Asaosan to Kuratakun
あさがお,Asagao,
あさかぜ君,あさかぜくん,Asakaze kun
朝がまたくるから (短編集),あさがまたくるから,Asa ga mata kurukara
阿佐ヶ谷Zippy,あさがやじっぴぃ,ASAGAYA Zippy
朝からピカ☆ピカ,あさからぴかぴか,Good Mouning Pika Pika
あさきゆめみし,Asakiyumemishi (The Tale of Genji),
朝霧の巫女,あさぎりのみこ,Asagiri no miko
アサギロ 〜浅葱狼〜,あさぎろ,Asagiro
浅草人,あさくさびと,Asakusabito
アサシン-ichiyo-,あさしん いちよ,ASSASSIN-ichiyo-
朝太郎伝,あさたろうでん,Asatarouden
アサッテ君,あさってくん,Asattekun
あさっての方向。,あさってのほうこう,Asatte no houkou
あさはかな夢みし,あさはかなゆめみし,Asahaka Na Yume Mishi
アサヒ!〜動物園に行こう〜,あさひ どうぶつえんにいこう,Asahi! Let's Go to the Zoo (Asahi! Doubutsuen ni Ikou)
あさひなぐ,Asahinagu,
麻宮さんの妹,あさみやさんのいもうと,Asamiya-san no imouto
朝焼けは黄金色 THE IDOLM@STER,あさやけはこがねいろ じあいどるますたー,Asayake wa koganeiro THE IDOLM@STER
あさりVSどろろんぱっ!,あさりたいどろろんぱっ,Asari versus Dororonpa
あさりちゃん,Asari Chan,
あさりちゃん5年2組,あさりちゃんごねんにくみ,Asarichan Gonennikumi
あしあと探偵,あしあとたんてい,Ashiato Tantei
足洗邸の住人たち。,あしあらいやしきのじゅうにんたち,Ashiaraiyashiki no Juunintachi
アーシアン,Earthian,
味いちもんめ(新・味いちもんめ),あじいちもんめ,Aji Ichimon-me(New Aji Ichimon-me)
足利アナーキー,あしかがあなーきー,Ashikaga Anarchy
アシガール,Ashi-girl,
あじさいタウン,Ajisaitown,
あじさいの唄,あじさいのうた,Ajisai No Uta
あじさい*プラネット,あじさいぷらねっと,Ajisai planet
アシスタント!!,Assistant!!,
あした青空,あしたあおぞら,Ashita Aozora
明日クビになりそう,あしたくびになりそう,Ashita kubi ni narisou
あした天気になあれ,あしたてんきになあれ,Ashita Tenki ni naare
あした天兵,あしたてんぺい,Ashita Tenpei
明日泥棒,あしたどろぼう,Ashita dorobou
明日にはあがります。,あしたにはあがります,Ashita Niha Agarimasu
アシタのアタシ,Asita no atasi,
あしたの今日子さん,あしたのきょうこさん,Ashita no Kyouko san
あしたのジョー,Ashita no Joe,
明日のない空,あしたのないそら,Ashita no Nai Sora
明日のナージャ,あしたのなーじゃ,Nadja
あしたのファミリア,Tommorrow Familier,
明日はアイドルれいかちゃん,あしたはあいどるれいかちゃん,Ashita Ha Idol Reika-chan
あしたは土曜日,あしたはどようび,Ashita ha doyoubi
あしたもゲンキ!,Asita mo genki,
明日もひまわり荘!,あしたもひまわりそう,Ashita mo himawarisou
あしながおねえさん,Ashinaga oneesan,
あしめし,Ashimeshi,
亜獣譚,あじゅうたん,AJU-TAN
アシュギーネ,Ashgene,
アシュラ,Ashura,
愛修羅 ザ レジェンド,あしゅら ざ れじぇんど,ASHURA The Legend
亜人,あじん,Ajin
アスカ@未来系,あすかあっとみらいけい,Asuka@Mirai kei
あずきちゃん,Azuki-chan,
アスクライブ・トゥ・ヘヴン,Asklive to heaven,
アスクレピオス,Asklepios,
アステカイザー,Azteckaiser,
アステロイド・マイナーズ,ASTEROID Miners,
アストライアの天秤,あすとらいあのてんびん,Balance of Astraia (Astraia no Tenbin)
アストラルエンジン,Astral Engine,
アストロ球団,あすとろきゅうだん,Astro Kyudan
アストロベリー,Asutoroberi,
ASTRO BOY 鉄腕アトム,あすとろぼーいてつわんあとむ,ASTRO BOY by Himekawa Akira
あすなろかぞく,Asunaro Kazoku,
あすなろ白書,あすなろはくしょ,Asunaro Hakusho
明日のよいち!,あすのよいち,Asu No Yoichi!
あすぴりんDANDY,あすぴりんだんでぃー,ASPIRIN DANDY
アスファルトキッズ,Asphalt Kids,
あずまんが大王,あずまんがだいおう,Azumanga Daio
あずまんが大王・補習編,あずまんがだいおう ほしゅうへん,Azumanga Daio Hoshu hen
あずみ(第1部),Azumi,
あずみさんは倒せないっ,あずみさんはたおせないっ,Azumisan wa taosenai
AZUMI(第2部),あずみ だい,AZUMI(2nd)
あずみマンマ・ミーア,Azumi Mamma Mia,
アスモデウスはあきらめない,Asmodeus wa akiramenai,
アスラクライン,Asura Cryin,
アセンブラOX,あせんぶら,Assembler OX
あそびあい,Asobiai,
あそびあそばせ,Asobi Asobase,
あそびにいくヨ!,Asobi ni ikuyo!,
アソボット五九(ゴクウ),あそぼっとごくう,Asobotto Goku
アソボット戦記五九(ゴクウ),あそぼっとせんきごくう,Asobotto Senki Goku
遊んで!まんがのお兄さん,あそんで まんがのおにいさん,Asonde! Manga no oniisan
アタゴオルシリーズ,Atagoru series,
化野さんはすでに死んでる。,あだしのさんはすでにしんでる,Adashino-san wa sudeni shinderu
あだしもの,Adashimono,
あたしンち,Atashinchi,
アダ戦記,あだせんき,Ada record of a war
アタッカーYOU!,あたっかーゆー,Attacker You
アタック!!,Attack!!,
アタックNo.1,あたっくなんばーわん,Atack number one
頭がビッグバン,あたまがびっぐばん,Atama ga Big Bang
ADAMAS,あだます,ADAMAS
男子の魔女,あだむのまじょ,Adam no majo
あたらしい朝,あたらしいあさ,New morning
あたりのキッチン!,Atari No Kittin,
あっ!アシカがっ!!!,A! Ashikaga!!!,
あつあつふーふー,Atsu atsu fuu fuu,
熱いぞ! 猫ヶ谷!!,あついぞ ねこがや,Atsuizo! Nekogaya!!
アツイヒビ,Atsui hibi,
アッガイ博士,あっがいはかせ,ACGUY HAKASE
あっかんべェ一休,あっかんべぇいっきゅう,Akkambe Ikkyu
あっかんべー太,あっかんべーた,Akkambe-ta
悪鬼御用ガラン,あっきごようがらん,AKKI GOYOU GARAN
あっけら貫刃帖,あっけらかんじんちょう,Akkera Kanjintyo
圧勝,あっしょう,Overwhelm
アッセンブルインサート,Assemble insert,
あっちこっち,Place to place,
あづち嬢大炎上!!,あづちじょうだいえんじょう,Aducho Jou Daienjou!!
アットホーム・ロマンス,AT HOME ROMANCE,
あっにてる,Oh It looks like (A Niteru),
天晴じぱんぐ!,あっぱれじぱんぐ,Appare Jipangu!
あっぱれメガバカBoys,あっぱれめがばかぼーいず,Appare Megabaka Boys
アッパーロード,UPPER ROAD,
アップフェルラント物語,あっぷふぇるらんとものがたり,Apfelland Story
アップルシード,APPLESEED,
アップルシードα,あっぷるしーどあるふぁ,Apple seed alpha
